frame,keypoints,Timestamp,Annotation
225,"[[[682.1160888671875, 100.48439025878906], [691.6781616210938, 89.65072631835938], [668.7632446289062, 90.25096130371094], [705.6024780273438, 100.95365905761719], [650.2078857421875, 102.47274780273438], [737.8309326171875, 169.48556518554688], [627.569091796875, 168.96694946289062], [776.8887939453125, 231.8445587158203], [564.6903076171875, 228.0097198486328], [782.5760498046875, 241.42916870117188], [570.1573486328125, 240.03717041015625], [729.1265869140625, 325.9033203125], [667.9389038085938, 327.3764343261719], [728.8810424804688, 445.7355041503906], [715.7398681640625, 446.04107666015625], [671.9365234375, 581.5383911132812], [697.4547729492188, 585.2685546875]]]",7.5,
226,"[[[681.7005615234375, 100.85629272460938], [691.274169921875, 89.96644592285156], [668.6197509765625, 90.35226440429688], [705.4563598632812, 100.87591552734375], [650.4052734375, 101.72142028808594], [737.9456787109375, 169.6472625732422], [628.1941528320312, 168.82412719726562], [777.32470703125, 231.4714813232422], [564.5314331054688, 228.00389099121094], [782.7259521484375, 241.55258178710938], [569.118896484375, 240.1309814453125], [728.117431640625, 327.17218017578125], [667.0481567382812, 328.2911071777344], [728.3570556640625, 446.0484313964844], [714.2930908203125, 445.9323425292969], [665.3379516601562, 579.3782348632812], [688.2539672851562, 581.9013671875]]]",7.533333333333333,
227,"[[[682.2655029296875, 100.84906005859375], [691.6522827148438, 89.95095825195312], [669.0748901367188, 90.33287048339844], [705.7181396484375, 100.94696044921875], [650.5527954101562, 101.83218383789062], [738.8797607421875, 170.62069702148438], [628.5556640625, 169.18663024902344], [778.15771484375, 233.42379760742188], [564.3191528320312, 228.58889770507812], [782.6226196289062, 242.30694580078125], [569.0923461914062, 240.4625244140625], [728.0689697265625, 326.99017333984375], [666.3867797851562, 327.628662109375], [727.6495361328125, 445.1365966796875], [711.038818359375, 444.446044921875], [661.841796875, 577.31787109375], [680.3629150390625, 579.611572265625]]]",7.566666666666666,
228,"[[[682.8389282226562, 100.4525146484375], [692.1043701171875, 89.84425354003906], [669.727783203125, 90.08929443359375], [705.9164428710938, 100.97866821289062], [650.9288330078125, 101.66563415527344], [738.4398193359375, 170.41424560546875], [629.2599487304688, 169.36215209960938], [778.2255859375, 232.08102416992188], [565.3973388671875, 228.1229248046875], [782.6756591796875, 242.47430419921875], [568.9510498046875, 240.07125854492188], [727.7450561523438, 328.23797607421875], [666.0755615234375, 328.5035400390625], [723.219970703125, 448.28741455078125], [701.8983154296875, 446.9871520996094], [659.7674560546875, 577.31787109375], [668.5701293945312, 577.9703369140625]]]",7.6,
229,"[[[682.9210205078125, 99.93841552734375], [692.256103515625, 89.4388427734375], [669.9990844726562, 89.66267395019531], [706.1528930664062, 100.42250061035156], [651.3646850585938, 101.12841796875], [738.98974609375, 169.7698974609375], [629.2196044921875, 168.52572631835938], [779.1461181640625, 232.41714477539062], [566.2781372070312, 227.79962158203125], [782.774658203125, 242.7078857421875], [569.7529296875, 240.74945068359375], [727.3504028320312, 329.0367736816406], [665.2825927734375, 328.7117004394531], [716.3511962890625, 451.6452941894531], [693.85546875, 449.4433898925781], [655.474365234375, 581.609375], [663.2481689453125, 581.2008056640625]]]",7.633333333333334,
230,"[[[683.3260498046875, 97.4586181640625], [692.7550659179688, 87.23017883300781], [670.4716796875, 87.43759155273438], [705.7681884765625, 98.6043701171875], [651.2678833007812, 99.21553039550781], [738.2325439453125, 167.2703094482422], [625.8543701171875, 165.30850219726562], [777.7229614257812, 229.51251220703125], [564.8939208984375, 224.20407104492188], [784.6856689453125, 242.25369262695312], [568.8822021484375, 239.88272094726562], [726.8922729492188, 327.9471435546875], [661.3180541992188, 327.82421875], [715.61669921875, 452.8284912109375], [681.8341674804688, 451.75213623046875], [661.6439819335938, 576.1363525390625], [659.599609375, 578.2686767578125]]]",7.666666666666667,
231,"[[[685.3553466796875, 96.60395812988281], [694.5668334960938, 86.63682556152344], [672.3655395507812, 86.52313232421875], [708.0223388671875, 98.26611328125], [652.7295532226562, 98.57492065429688], [738.2890014648438, 167.29563903808594], [630.3466796875, 167.3404998779297], [778.1243286132812, 226.2613525390625], [568.269775390625, 225.9679718017578], [782.9415283203125, 241.60592651367188], [570.2409057617188, 242.28005981445312], [725.9154052734375, 330.0464782714844], [662.3916015625, 329.6110534667969], [714.9728393554688, 454.86517333984375], [676.63720703125, 452.47760009765625], [661.9217529296875, 576.6245727539062], [639.7647094726562, 574.428466796875]]]",7.7,
232,"[[[685.89111328125, 94.90994262695312], [695.258056640625, 85.03411865234375], [673.0441284179688, 84.7259521484375], [709.2326049804688, 96.99497985839844], [653.750244140625, 97.00482177734375], [738.6984252929688, 166.67031860351562], [631.400390625, 166.8423309326172], [778.6483154296875, 224.53895568847656], [568.9069213867188, 225.4121856689453], [782.6389770507812, 241.27700805664062], [570.8058471679688, 242.7950439453125], [724.2608642578125, 332.5764465332031], [659.0476684570312, 331.81903076171875], [716.7398071289062, 459.5268249511719], [664.7408447265625, 456.69049072265625], [669.2355346679688, 579.0863647460938], [621.3319702148438, 575.6951293945312]]]",7.733333333333333,
233,"[[[685.57080078125, 94.38262939453125], [695.2184448242188, 84.40701293945312], [673.0965576171875, 83.94230651855469], [709.7498779296875, 96.1263427734375], [654.4099731445312, 95.77470397949219], [738.710693359375, 165.2621307373047], [631.4578857421875, 165.84194946289062], [778.0955810546875, 222.3881072998047], [569.25927734375, 225.09083557128906], [782.4436645507812, 240.56802368164062], [572.0885009765625, 243.40576171875], [723.8699340820312, 331.3094482421875], [657.4490356445312, 330.6169128417969], [716.9661254882812, 460.2315673828125], [656.5914916992188, 457.6053771972656], [675.24072265625, 583.7489624023438], [613.1298217773438, 579.8192749023438]]]",7.766666666666667,
234,"[[[686.1859741210938, 93.65576171875], [696.072998046875, 83.79385375976562], [673.8016357421875, 83.06169128417969], [710.63671875, 95.84281921386719], [654.9509887695312, 94.94564819335938], [739.26025390625, 165.18446350097656], [631.675537109375, 164.91949462890625], [777.9826049804688, 223.1223907470703], [570.3876342773438, 224.40615844726562], [782.5526123046875, 240.979736328125], [572.22265625, 243.33453369140625], [723.596435546875, 330.96990966796875], [656.2564697265625, 329.48687744140625], [712.3624877929688, 462.2825622558594], [646.9196166992188, 458.6647644042969], [673.990478515625, 586.0304565429688], [604.2525634765625, 581.04931640625]]]",7.8,
235,"[[[686.3182983398438, 93.48088073730469], [696.4998779296875, 83.45849609375], [673.8922119140625, 82.74160766601562], [711.539306640625, 95.45271301269531], [655.052734375, 94.58242797851562], [740.19921875, 165.33567810058594], [631.31787109375, 164.2939453125], [778.3421630859375, 225.1153564453125], [571.36279296875, 224.63656616210938], [782.8082275390625, 241.48382568359375], [572.3284301757812, 243.662353515625], [721.63427734375, 330.5195007324219], [652.508056640625, 328.42657470703125], [711.8989868164062, 461.886474609375], [638.4100952148438, 457.7105407714844], [675.973388671875, 586.53857421875], [594.5062866210938, 581.7532958984375]]]",7.833333333333333,
236,"[[[685.9671630859375, 92.809814453125], [696.3348388671875, 82.92115783691406], [673.4663696289062, 82.2381591796875], [711.7075805664062, 95.5447998046875], [654.967041015625, 95.01495361328125], [740.5320434570312, 165.6610107421875], [631.2151489257812, 164.27932739257812], [777.0662841796875, 225.5788116455078], [572.3067016601562, 223.78814697265625], [782.93115234375, 240.56781005859375], [570.90771484375, 242.84564208984375], [720.341552734375, 330.7852478027344], [650.3781127929688, 328.3267822265625], [709.0843505859375, 463.619140625], [630.893798828125, 459.35107421875], [677.1207885742188, 590.2489624023438], [589.3416137695312, 586.3846435546875]]]",7.866666666666666,
237,"[[[686.3521118164062, 92.99386596679688], [696.744873046875, 83.0155029296875], [673.7972412109375, 82.2078857421875], [711.9102783203125, 95.58030700683594], [654.6665649414062, 94.65473937988281], [740.8280029296875, 166.25991821289062], [629.7010498046875, 163.56356811523438], [777.119384765625, 228.12924194335938], [571.2553100585938, 224.3866729736328], [783.343505859375, 241.53512573242188], [571.8002319335938, 244.62359619140625], [719.7401733398438, 331.9190368652344], [648.0162353515625, 328.945556640625], [709.4149169921875, 464.01751708984375], [625.7200927734375, 459.0750732421875], [679.1045532226562, 591.9698486328125], [583.923828125, 588.138916015625]]]",7.9,
238,"[[[686.3265380859375, 93.1837158203125], [696.654296875, 83.16366577148438], [673.8047485351562, 82.3203125], [711.6837158203125, 95.79592895507812], [654.5883178710938, 94.73358154296875], [740.4808959960938, 167.3224639892578], [629.0761108398438, 163.39236450195312], [776.46826171875, 230.26182556152344], [570.285888671875, 224.10960388183594], [783.6446533203125, 241.36917114257812], [570.7299194335938, 243.89141845703125], [718.1385498046875, 332.981689453125], [645.785888671875, 329.5174865722656], [709.1929321289062, 465.1730041503906], [622.0772705078125, 459.71502685546875], [680.7174072265625, 593.17626953125], [579.8284912109375, 589.7423095703125]]]",7.933333333333334,
239,"[[[686.283203125, 93.54144287109375], [696.4744873046875, 83.50762939453125], [673.716796875, 82.53155517578125], [711.2244873046875, 96.17279052734375], [653.9669189453125, 94.80154418945312], [739.9232788085938, 168.83416748046875], [627.8984985351562, 163.52371215820312], [775.4290161132812, 233.70913696289062], [568.5758666992188, 224.54983520507812], [783.4743041992188, 243.40887451171875], [569.9296264648438, 243.56390380859375], [717.2852172851562, 333.55218505859375], [644.4261474609375, 329.6584167480469], [708.376953125, 465.099853515625], [620.2337036132812, 459.2007751464844], [680.6985473632812, 593.0664672851562], [578.3482055664062, 589.8241577148438]]]",7.966666666666667,
240,"[[[686.212158203125, 93.80422973632812], [696.3688354492188, 83.88226318359375], [673.5474853515625, 82.88641357421875], [710.9957885742188, 96.75637817382812], [653.5123901367188, 95.47964477539062], [739.0996704101562, 169.41915893554688], [627.23974609375, 164.4368133544922], [774.6619873046875, 232.9996337890625], [568.0711059570312, 224.2844696044922], [783.9901123046875, 244.66830444335938], [569.427490234375, 243.42608642578125], [716.052734375, 333.5238342285156], [643.1820068359375, 329.8314514160156], [707.2294921875, 465.13104248046875], [618.3209228515625, 459.726806640625], [681.705810546875, 592.9551391601562], [577.87255859375, 590.057861328125]]]",8.0,Rapid HRV increase detected
241,"[[[685.8379516601562, 93.92204284667969], [695.84326171875, 84.18646240234375], [673.316162109375, 83.07533264160156], [710.0108642578125, 97.16685485839844], [652.912353515625, 95.61788940429688], [737.5065307617188, 169.88856506347656], [625.3092041015625, 163.96168518066406], [772.35595703125, 233.43215942382812], [566.5985717773438, 223.18988037109375], [784.8624267578125, 243.99893188476562], [567.3869018554688, 242.43389892578125], [713.8492431640625, 334.0761413574219], [640.5116577148438, 330.18377685546875], [705.2029418945312, 466.1146240234375], [614.49658203125, 460.7678527832031], [682.54541015625, 592.8564453125], [576.757080078125, 590.7051391601562]]]",8.033333333333333,Rapid HRV increase detected
242,"[[[685.6759643554688, 94.3770751953125], [695.508056640625, 84.61712646484375], [673.0020141601562, 83.54025268554688], [709.1998291015625, 97.46916198730469], [651.9096069335938, 95.99832153320312], [736.2933349609375, 170.3180694580078], [623.5545654296875, 164.2221221923828], [771.157470703125, 233.55303955078125], [565.3291625976562, 223.33285522460938], [785.2291259765625, 243.9005126953125], [568.1171264648438, 243.1275634765625], [712.707763671875, 334.35015869140625], [638.874755859375, 330.53961181640625], [703.9345703125, 466.0396423339844], [611.8327026367188, 460.9317932128906], [683.1776123046875, 592.9605712890625], [575.816650390625, 591.5299072265625]]]",8.066666666666666,Rapid HRV increase detected
243,"[[[685.322021484375, 94.59222412109375], [695.1773071289062, 84.82444763183594], [672.6298217773438, 83.83148193359375], [708.97265625, 97.571533203125], [651.6749877929688, 96.347900390625], [735.6654052734375, 170.23931884765625], [623.544921875, 164.305908203125], [770.1787109375, 232.86209106445312], [565.7649536132812, 222.49270629882812], [784.4800415039062, 243.48822021484375], [567.7332153320312, 242.31341552734375], [711.6171264648438, 334.6480407714844], [637.92138671875, 330.84527587890625], [703.4559326171875, 465.861572265625], [609.86669921875, 460.82965087890625], [684.549072265625, 592.5441284179688], [574.4223022460938, 591.384033203125]]]",8.1,Rapid HRV increase detected
244,"[[[684.2606201171875, 94.88272094726562], [694.325927734375, 85.02825927734375], [671.5518188476562, 84.07254028320312], [708.6282348632812, 97.66131591796875], [651.0022583007812, 96.56124877929688], [735.3676147460938, 170.19166564941406], [623.2335205078125, 164.74977111816406], [769.6446533203125, 232.21112060546875], [565.2155151367188, 222.71615600585938], [784.096435546875, 243.592529296875], [567.751953125, 242.61245727539062], [711.6444091796875, 335.221435546875], [637.8875122070312, 331.5982666015625], [703.2214965820312, 465.9998474121094], [609.19287109375, 461.16717529296875], [684.8104858398438, 592.3361206054688], [574.0913696289062, 591.1829223632812]]]",8.133333333333333,Rapid HRV increase detected
245,"[[[684.0371704101562, 94.79731750488281], [694.19580078125, 84.98855590820312], [671.4028930664062, 83.87840270996094], [708.557373046875, 97.80221557617188], [650.7803955078125, 96.307861328125], [735.6192016601562, 170.5797119140625], [622.6130981445312, 164.71438598632812], [770.6653442382812, 233.41311645507812], [564.2906494140625, 223.59548950195312], [783.6683349609375, 244.12185668945312], [568.1737670898438, 243.51828002929688], [711.7010498046875, 335.442626953125], [637.5086059570312, 331.60418701171875], [702.7747802734375, 466.5320739746094], [609.2567749023438, 461.15234375], [683.7982788085938, 593.0729370117188], [574.1704711914062, 591.012939453125]]]",8.166666666666666,
246,"[[[684.5887451171875, 94.34555053710938], [694.6104125976562, 84.68316650390625], [672.0418090820312, 83.3944091796875], [708.49365234375, 97.68586730957031], [651.02294921875, 95.72903442382812], [735.4849853515625, 170.42428588867188], [622.3358154296875, 164.19712829589844], [770.87646484375, 233.71224975585938], [564.358154296875, 223.7264404296875], [783.3798828125, 244.328857421875], [568.4168701171875, 243.76617431640625], [711.929931640625, 335.1285705566406], [637.60546875, 331.164794921875], [703.3551635742188, 466.34674072265625], [609.6795043945312, 460.6788024902344], [683.7816772460938, 593.4425048828125], [574.0283813476562, 590.70068359375]]]",8.2,
247,"[[[685.151611328125, 93.943603515625], [695.0289306640625, 84.39044189453125], [672.578369140625, 83.05789184570312], [708.561279296875, 97.54019165039062], [651.181396484375, 95.49017333984375], [735.6707763671875, 170.24417114257812], [622.1840209960938, 163.89361572265625], [771.31640625, 233.49911499023438], [564.2243041992188, 223.49331665039062], [783.2068481445312, 244.34713745117188], [568.7828369140625, 244.22702026367188], [712.4041748046875, 334.9078674316406], [637.8458251953125, 330.9020690917969], [703.717529296875, 466.21728515625], [609.8201904296875, 460.4056396484375], [684.0335083007812, 593.3941650390625], [574.003173828125, 590.43603515625]]]",8.233333333333333,
248,"[[[685.6620483398438, 93.44927978515625], [695.4251708984375, 83.97177124023438], [673.0333862304688, 82.62870788574219], [708.6666259765625, 97.26217651367188], [651.37060546875, 95.19241333007812], [735.940185546875, 169.88796997070312], [622.4403076171875, 163.52191162109375], [771.8563232421875, 233.09744262695312], [564.5130615234375, 222.88766479492188], [783.247802734375, 244.41439819335938], [568.2333374023438, 243.76504516601562], [712.9735107421875, 334.70428466796875], [638.51611328125, 330.662353515625], [704.05517578125, 466.0091552734375], [610.86572265625, 460.1271667480469], [683.3366088867188, 593.2008056640625], [574.4410400390625, 590.06005859375]]]",8.266666666666667,
249,"[[[685.5498657226562, 93.0545654296875], [695.4141845703125, 83.57121276855469], [672.8716430664062, 82.30572509765625], [709.0626220703125, 97.0164794921875], [651.7468872070312, 95.21087646484375], [736.3307495117188, 169.61915588378906], [623.704833984375, 163.49163818359375], [771.0220336914062, 232.65390014648438], [565.18603515625, 222.54144287109375], [783.0806884765625, 244.44720458984375], [568.151611328125, 243.45663452148438], [713.4609375, 334.33636474609375], [639.6071166992188, 330.4167785644531], [704.730712890625, 465.96929931640625], [612.4328002929688, 460.4241027832031], [682.9998168945312, 593.0515747070312], [574.6661987304688, 590.535400390625]]]",8.3,
250,"[[[685.5199584960938, 92.83316040039062], [695.4302368164062, 83.21612548828125], [672.626708984375, 82.16743469238281], [709.4430541992188, 96.66409301757812], [651.9381713867188, 95.45877075195312], [736.7609252929688, 169.27017211914062], [625.43505859375, 164.0024871826172], [771.022216796875, 231.6600341796875], [566.2880249023438, 222.29196166992188], [783.4412841796875, 245.65536499023438], [567.8931884765625, 243.13677978515625], [714.2887573242188, 334.1504211425781], [641.3848266601562, 330.5527648925781], [705.6556396484375, 466.1871643066406], [614.8277587890625, 461.28521728515625], [682.6363525390625, 593.3907470703125], [575.1268920898438, 591.6038818359375]]]",8.333333333333334,
251,"[[[686.1305541992188, 92.75106811523438], [696.1534423828125, 82.9791259765625], [673.1925048828125, 82.010009765625], [710.4113159179688, 96.37232971191406], [652.7274780273438, 95.29251098632812], [738.2994384765625, 169.43722534179688], [626.1705322265625, 164.3241424560547], [773.2529296875, 232.93447875976562], [566.4735107421875, 223.7459259033203], [784.0386962890625, 245.10430908203125], [568.9475708007812, 242.89971923828125], [715.1566162109375, 333.9261779785156], [642.0795288085938, 330.27337646484375], [706.380859375, 465.77362060546875], [616.9692993164062, 460.60986328125], [681.0396728515625, 593.1494140625], [576.4015502929688, 591.0396728515625]]]",8.366666666666667,
252,"[[[686.3457641601562, 92.72477722167969], [696.306396484375, 82.83119201660156], [673.4488525390625, 82.07136535644531], [710.7412719726562, 95.9500732421875], [653.5186157226562, 95.32070922851562], [738.8392333984375, 168.7251434326172], [627.8816528320312, 164.16943359375], [773.6613159179688, 232.64773559570312], [568.3763427734375, 224.12391662597656], [783.2052001953125, 244.673828125], [570.0258178710938, 243.26422119140625], [716.0277099609375, 333.32403564453125], [643.822265625, 329.85821533203125], [708.1475830078125, 464.7388610839844], [620.2611083984375, 459.73272705078125], [681.8628540039062, 592.6123046875], [578.6635131835938, 590.7440185546875]]]",8.4,
253,"[[[686.730224609375, 93.35585021972656], [696.6925048828125, 83.26519775390625], [673.8213500976562, 82.67138671875], [711.2783203125, 95.90402221679688], [654.1182250976562, 95.56729125976562], [739.4990844726562, 168.1845245361328], [628.614990234375, 164.59109497070312], [774.0491333007812, 230.89810180664062], [568.8676147460938, 224.38609313964844], [783.5942993164062, 243.81228637695312], [571.1419677734375, 243.25128173828125], [716.7776489257812, 334.03125], [645.0476684570312, 331.09332275390625], [709.03076171875, 465.78509521484375], [624.6746215820312, 461.6668701171875], [679.0794677734375, 593.2071533203125], [581.9483642578125, 592.0464477539062]]]",8.433333333333334,
254,"[[[686.65966796875, 94.06655883789062], [696.7125244140625, 83.97055053710938], [673.7783203125, 83.33796691894531], [711.5454711914062, 96.54280090332031], [654.4055786132812, 96.07955932617188], [739.1209106445312, 168.41217041015625], [629.6412353515625, 165.48907470703125], [774.0216064453125, 229.03814697265625], [569.5237426757812, 224.71270751953125], [784.1141357421875, 243.00228881835938], [571.1652221679688, 244.0369873046875], [716.2620849609375, 333.3747863769531], [645.8901977539062, 330.8692626953125], [711.136962890625, 464.79156494140625], [630.9683837890625, 461.18231201171875], [678.00244140625, 592.059814453125], [586.2578125, 590.867919921875]]]",8.466666666666667,
255,"[[[687.2852172851562, 95.26852416992188], [697.1900024414062, 85.27703857421875], [674.318115234375, 84.74568176269531], [711.8355712890625, 98.05320739746094], [654.7996215820312, 97.81076049804688], [739.6968383789062, 169.37850952148438], [630.4520263671875, 166.39508056640625], [775.4646606445312, 230.13113403320312], [568.9132690429688, 225.4459228515625], [784.4860229492188, 243.07199096679688], [570.4706420898438, 243.4259033203125], [716.523681640625, 332.900146484375], [646.92919921875, 330.4268493652344], [711.8087158203125, 463.7630920410156], [636.2066040039062, 460.1112365722656], [675.2227783203125, 590.4422607421875], [589.3899536132812, 589.3042602539062]]]",8.5,
256,"[[[687.3989868164062, 97.15872192382812], [697.0054321289062, 87.2408447265625], [674.4468994140625, 86.91957092285156], [711.2510375976562, 99.59342956542969], [654.8888549804688, 99.7537841796875], [739.2784423828125, 169.9413604736328], [630.877685546875, 167.53591918945312], [775.8900146484375, 229.56710815429688], [568.6338500976562, 225.00927734375], [784.393798828125, 243.38571166992188], [570.0765380859375, 241.98275756835938], [717.9617919921875, 333.60662841796875], [650.00927734375, 331.61260986328125], [712.5362548828125, 462.12969970703125], [645.1243896484375, 458.9476013183594], [673.2392578125, 586.0484008789062], [600.33740234375, 585.1130981445312]]]",8.533333333333333,
257,"[[[687.6300048828125, 98.61605834960938], [697.030517578125, 88.5892333984375], [674.6663818359375, 88.41903686523438], [711.0027465820312, 100.24972534179688], [654.9945068359375, 100.5997314453125], [738.101318359375, 169.95840454101562], [631.6533203125, 167.84605407714844], [774.6586303710938, 229.08834838867188], [567.9325561523438, 224.8922119140625], [784.1376953125, 243.28411865234375], [569.1416015625, 241.310302734375], [718.8206787109375, 332.00848388671875], [652.890625, 330.51904296875], [714.7496337890625, 458.86602783203125], [653.9960327148438, 456.21295166015625], [674.12744140625, 580.58203125], [610.0192260742188, 580.1889038085938]]]",8.566666666666666,
258,"[[[687.5377807617188, 98.96926879882812], [696.8763427734375, 88.73150634765625], [674.4415893554688, 88.83837890625], [710.9673461914062, 99.93251037597656], [655.0768432617188, 100.81260681152344], [738.3775634765625, 169.7584228515625], [632.325439453125, 167.82687377929688], [774.8281860351562, 229.23092651367188], [567.2101440429688, 224.66172790527344], [784.4111938476562, 243.50057983398438], [568.3267211914062, 241.06838989257812], [718.9344482421875, 331.27484130859375], [654.66650390625, 330.1184387207031], [715.1830444335938, 456.7574462890625], [664.3023681640625, 454.6099853515625], [668.6141967773438, 577.8487548828125], [620.7968139648438, 578.6529541015625]]]",8.6,
259,"[[[687.3563842773438, 98.76177978515625], [696.5327758789062, 88.63929748535156], [674.2789916992188, 88.728271484375], [710.3304443359375, 99.96551513671875], [654.8104858398438, 100.7261962890625], [738.6317749023438, 169.505859375], [631.8359985351562, 167.7749481201172], [775.66357421875, 229.21072387695312], [566.9925537109375, 224.8724822998047], [784.040283203125, 243.8778076171875], [568.9400634765625, 240.869140625], [720.5771484375, 329.41802978515625], [656.6539916992188, 328.61114501953125], [718.6132202148438, 451.390625], [672.6244506835938, 449.5333251953125], [667.1932983398438, 573.247802734375], [629.1915283203125, 573.8706665039062]]]",8.633333333333333,
260,"[[[687.4993896484375, 96.56881713867188], [697.0340576171875, 86.50711059570312], [674.1788940429688, 86.74118041992188], [709.7994384765625, 98.71937561035156], [654.1456298828125, 99.67849731445312], [738.8880004882812, 167.95404052734375], [628.0829467773438, 165.27870178222656], [776.196533203125, 229.22723388671875], [564.1466674804688, 222.60910034179688], [784.4594116210938, 243.51715087890625], [569.3873901367188, 239.71591186523438], [721.6259765625, 325.06585693359375], [656.449462890625, 324.84881591796875], [717.5584716796875, 446.4589538574219], [680.55908203125, 445.7640380859375], [664.8270874023438, 572.8422241210938], [653.0708618164062, 576.5987548828125]]]",8.666666666666666,
261,"[[[687.2486572265625, 95.18476867675781], [697.1127319335938, 85.12030029296875], [673.9117431640625, 85.14620971679688], [710.0203857421875, 97.62443542480469], [654.1129150390625, 98.09600830078125], [738.807373046875, 166.5959930419922], [627.7162475585938, 164.37615966796875], [775.7146606445312, 227.4742431640625], [563.5133056640625, 223.01239013671875], [784.5104370117188, 241.8660888671875], [570.2396850585938, 240.51864624023438], [722.1871948242188, 323.9873046875], [658.2521362304688, 324.2672119140625], [716.7041015625, 443.7682800292969], [689.7119140625, 443.57244873046875], [659.8317260742188, 573.489990234375], [666.4168701171875, 577.2465209960938]]]",8.7,
262,"[[[687.183349609375, 95.02389526367188], [696.7467041015625, 84.92050170898438], [673.7435913085938, 84.84028625488281], [710.3077392578125, 97.20143127441406], [654.4522705078125, 97.63397216796875], [738.4696655273438, 166.22607421875], [631.4371337890625, 165.44256591796875], [776.1165771484375, 226.0011749267578], [564.150390625, 224.9412841796875], [782.357177734375, 242.04788208007812], [570.026611328125, 242.32266235351562], [722.8170776367188, 323.66156005859375], [662.5396118164062, 324.2484436035156], [721.57470703125, 441.11688232421875], [701.8501586914062, 440.39605712890625], [661.7012939453125, 574.7252197265625], [668.896484375, 575.89990234375]]]",8.733333333333333,
263,"[[[686.924072265625, 94.33570861816406], [696.367919921875, 83.93783569335938], [673.3639526367188, 84.17724609375], [709.7178344726562, 96.05307006835938], [654.2152709960938, 97.09552001953125], [738.2545166015625, 165.002685546875], [631.0248413085938, 164.31838989257812], [775.9994506835938, 225.83224487304688], [564.0679321289062, 224.77085876464844], [782.8787231445312, 241.0904541015625], [570.1748046875, 242.51763916015625], [721.8218994140625, 320.60198974609375], [662.128662109375, 321.6006774902344], [723.4747314453125, 437.5090026855469], [708.4326171875, 437.6375732421875], [661.5275268554688, 575.9763793945312], [677.6025390625, 579.1865234375]]]",8.766666666666667,
264,"[[[687.028564453125, 93.90644836425781], [696.5492553710938, 83.62765502929688], [673.7341918945312, 83.71475219726562], [709.6117553710938, 95.78289794921875], [654.5518798828125, 96.34107971191406], [737.77197265625, 164.48687744140625], [630.7029418945312, 163.3359375], [776.1741943359375, 225.53211975097656], [565.0234375, 223.11154174804688], [782.2591552734375, 240.94198608398438], [570.0123901367188, 240.54473876953125], [722.6401977539062, 320.7233581542969], [663.2373657226562, 321.6947021484375], [724.8063354492188, 438.72515869140625], [712.3088989257812, 438.53924560546875], [666.2078857421875, 575.4473266601562], [687.2536010742188, 577.9258422851562]]]",8.8,
265,"[[[687.1771850585938, 93.87188720703125], [696.6932373046875, 83.59019470214844], [673.9627075195312, 83.67477416992188], [709.5438842773438, 95.68814086914062], [654.7283325195312, 96.24520874023438], [737.7444458007812, 164.28684997558594], [630.4248046875, 163.1031494140625], [776.2592163085938, 225.39886474609375], [565.272705078125, 222.471435546875], [782.1956787109375, 240.96115112304688], [570.0476684570312, 240.0400390625], [723.98583984375, 320.3939514160156], [664.5452270507812, 321.4062805175781], [724.3790283203125, 441.7263488769531], [712.2548828125, 441.48028564453125], [670.6495361328125, 583.5939331054688], [693.1324462890625, 586.0172729492188]]]",8.833333333333334,
266,"[[[687.1925048828125, 93.7718505859375], [696.9111938476562, 83.59158325195312], [674.0512084960938, 83.47274780273438], [709.79638671875, 95.91629028320312], [654.7101440429688, 96.18460083007812], [737.3423461914062, 164.59764099121094], [629.4990234375, 163.67515563964844], [775.1710815429688, 225.164306640625], [565.0316772460938, 222.94761657714844], [782.15966796875, 240.9793701171875], [570.1763305664062, 240.01275634765625], [724.7620849609375, 320.9846496582031], [664.9346313476562, 322.2809753417969], [723.6514892578125, 446.0306091308594], [710.9747924804688, 446.1461486816406], [676.8052978515625, 593.4367065429688], [699.5152587890625, 595.814208984375]]]",8.866666666666667,
267,"[[[686.8651733398438, 93.85137939453125], [696.7193603515625, 83.70620727539062], [673.7659301757812, 83.61628723144531], [709.8360595703125, 95.93771362304688], [654.5845336914062, 96.39871215820312], [737.056396484375, 164.765625], [629.322021484375, 164.1643524169922], [774.9396362304688, 225.05648803710938], [565.2994995117188, 222.927978515625], [781.6685180664062, 240.86920166015625], [570.353759765625, 240.03439331054688], [725.3168334960938, 321.50054931640625], [665.5696411132812, 322.87847900390625], [721.743896484375, 447.49615478515625], [709.4236450195312, 447.5181884765625], [680.3772583007812, 593.0906982421875], [703.9391479492188, 595.2725830078125]]]",8.9,
268,"[[[687.3408203125, 93.37397766113281], [697.0715942382812, 83.41366577148438], [674.14453125, 83.3428955078125], [709.8109130859375, 95.90007019042969], [654.5145874023438, 96.61143493652344], [736.668701171875, 164.96234130859375], [629.2044067382812, 164.5354461669922], [774.2066040039062, 225.3209686279297], [565.9843139648438, 222.69615173339844], [781.779296875, 241.0753173828125], [569.5927734375, 239.26458740234375], [726.642333984375, 322.020263671875], [667.0676879882812, 323.46038818359375], [719.6229858398438, 449.92364501953125], [707.4714965820312, 450.0096435546875], [684.1718139648438, 593.951171875], [708.1824340820312, 596.3035278320312]]]",8.933333333333334,
